corned_b , turkey ham olives ,12.0879, 85.9504
ham , turkey corned_b olives ,12.1878, 85.2459
turkey , ham corned_b olives ,12.2877, 84.5528
olives , turkey coke ,11.8881, 88.2353
bourbon , turkey coke olives ,10.4895, 90.4762
turkey , coke bourbon olives ,10.8891, 87.156
bourbon , turkey coke ,11.8881, 82.3529
olives , turkey coke ice_crea ,10.5894, 89.6226
ice_crea , turkey coke olives ,10.4895, 90.4762
coke , turkey ice_crea olives ,11.0889, 85.5856
turkey , coke ice_crea olives ,11.3886, 83.3333
bourbon , turkey coke ice_crea ,10.5894, 90.566
turkey , coke ice_crea bourbon ,11.6883, 82.0513
ice_crea , turkey coke ,11.8881, 89.0756
coke , turkey ice_crea ,12.5874, 84.127
hering , steak corned_b ,13.2867, 84.9624
hering , steak corned_b olives ,11.0889, 98.1982
olives , steak corned_b hering ,11.2887, 96.4602
corned_b , steak olives hering ,11.5884, 93.9655
olives , steak corned_b ,13.2867, 83.4586
hering , steak apples ,11.7882, 83.8983
apples , steak olives hering ,11.5884, 83.6207
steak , apples olives hering ,11.3886, 85.0877
olives , steak apples ,11.7882, 83.8983
hering , steak apples corned_b ,10.1898, 95.098
apples , steak corned_b hering ,11.2887, 85.8407
steak , apples corned_b hering ,11.2887, 85.8407
apples , steak corned_b olives hering ,10.8891, 88.9908
steak , apples corned_b olives hering ,10.8891, 88.9908
olives , steak apples corned_b ,10.1898, 95.098
apples , steak corned_b olives ,11.0889, 87.3874
steak , apples corned_b olives ,11.5884, 83.6207
corned_b , steak apples ,11.7882, 86.4407
